URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
bctech2081,https://insights.blackcoffer.com/return-on-advertising-spend-dashboard-marketing-automation-and-analytics-using-etl-and-dashboard/,23,4,0.7037036776406045,0.03873744614241399,20.852941176470587,27.785613540197463,19.455421886667224,197,709,1080,6,7.196428571428571
bctech2082,https://insights.blackcoffer.com/ranking-customer-behaviours-for-business-strategy/,5,1,0.6666665555555741,0.024793388327300048,49.0,13.46938775510204,24.98775510204082,33,245,286,1,6.481203007518797
bctech2083,https://insights.blackcoffer.com/algorithmic-trading-for-multiple-commodities-markets-like-forex-metals-energy-etc/,8,0,0.9999998750000157,0.02388059694364001,21.25,21.470588235294116,17.08823529411765,73,340,457,1,7.046875
bctech2084,https://insights.blackcoffer.com/trading-bot-for-forex/,2,1,0.33333322222225925,0.03749999953125001,82.0,14.634146341463413,38.65365853658537,12,82,110,1,5.925925925925926
bctech2085,https://insights.blackcoffer.com/python-model-for-the-analysis-of-sector-specific-stock-etfs-for-investment-purposes%ef%bf%bc/,8,2,0.599999940000006,0.0295857987290361,26.384615384615383,16.61807580174927,17.201076474545864,57,343,370,4,6.826347305389222
bctech2086,https://insights.blackcoffer.com/medical-classification/,8,0,0.9999998750000157,0.03252032507105559,20.833333333333332,18.4,15.693333333333335,46,250,349,5,6.635802469135802
bctech2087,https://insights.blackcoffer.com/design-develop-bert-question-answering-model-explanations-with-visualization/,2,0,0.99999950000025,0.017857142697704085,38.333333333333336,22.608695652173914,24.376811594202902,26,115,176,2,7.293333333333333
bctech2088,https://insights.blackcoffer.com/design-and-develop-solution-to-anomaly-detection-classification-problems/,2,6,-0.4999999375000079,0.04938271574455114,18.11111111111111,26.993865030674847,18.041990456714384,44,163,272,5,6.863636363636363
bctech2089,https://insights.blackcoffer.com/an-etl-solution-for-currency-data-to-google-big-query/,2,10,-0.6666666111111158,0.047999999808,21.166666666666668,11.023622047244094,12.876115485564306,28,254,305,11,5.896103896103896
bctech2090,https://insights.blackcoffer.com/etl-and-mlops-infrastructure-for-blockchain-analytics/,2,0,0.99999950000025,0.006802721065296867,42.57142857142857,22.483221476510067,26.021860019175456,67,298,411,0,6.445026178010472
bctech2091,https://insights.blackcoffer.com/an-agent-based-model-of-a-virtual-power-plant-vpp/,2,0,0.99999950000025,0.026666666311111118,27.666666666666668,19.27710843373494,18.777510040160646,16,83,115,0,7.36734693877551
bctech2092,https://insights.blackcoffer.com/transform-api-into-sdk-library-and-widget/,10,0,0.99999990000001,0.0537634405711643,49.75,18.592964824120603,27.337185929648243,37,199,242,1,7.245098039215686
bctech2093,https://insights.blackcoffer.com/integration-of-a-product-to-a-cloud-based-crm-platform/,8,5,0.23076921301775286,0.04659498191184595,16.176470588235293,17.09090909090909,13.306951871657754,47,275,379,1,6.551136363636363
bctech2094,https://insights.blackcoffer.com/a-web-based-dashboard-for-the-filtered-data-retrieval-of-land-records/,13,3,0.6249999609375024,0.05423728795173801,20.692307692307693,18.587360594795538,15.711867314841294,50,269,419,0,6.241545893719807
bctech2095,https://insights.blackcoffer.com/integration-of-video-conferencing-data-to-the-existing-web-app/,2,0,0.99999950000025,0.009132420049623653,26.875,17.674418604651162,17.819767441860467,38,215,328,0,6.285714285714286
bctech2096,https://insights.blackcoffer.com/design-develop-an-app-in-retool-which-shows-the-progress-of-the-added-video/,3,0,0.9999996666667778,0.029702970002940893,49.5,16.161616161616163,26.264646464646468,16,99,126,2,6.033898305084746
bctech2097,https://insights.blackcoffer.com/auvik-connectwise-integration-in-grafana/,3,2,0.199999960000008,0.02688172028558215,19.4,21.1340206185567,16.21360824742268,41,194,250,0,7.077669902912621
bctech2098,https://insights.blackcoffer.com/data-integration-and-big-data-performance-using-elk-stack/,5,1,0.6666665555555741,0.023809523715041574,19.76923076923077,20.622568093385212,16.156719545046396,53,257,344,2,7.013333333333334
bctech2099,https://insights.blackcoffer.com/web-data-connector/,1,1,0.0,0.010810810752373995,17.636363636363637,15.463917525773196,13.240112464854732,30,194,240,1,6.700934579439252
bctech2100,https://insights.blackcoffer.com/an-app-for-updating-the-email-id-of-the-user-and-stripe-refund-tool-using-retool/,7,0,0.9999998571428775,0.04697986545651097,75.0,9.333333333333334,33.733333333333334,14,150,166,3,5.964705882352941
bctech2101,https://insights.blackcoffer.com/an-ai-ml-based-web-application-that-detects-the-correctness-of-text-in-a-given-video/,1,8,-0.7777776913580343,0.04186046492157924,73.66666666666667,11.312217194570136,33.99155354449473,25,221,231,2,6.266129032258065
bctech2102,https://insights.blackcoffer.com/website-tracking-and-insights-using-google-analytics-google-tag-manager/,22,2,0.8333332986111125,0.0299999999625,26.419354838709676,19.291819291819294,18.28446965221159,158,819,999,3,6.684579439252336
bctech2103,https://insights.blackcoffer.com/dashboard-to-track-the-analytics-of-the-website-using-google-analytics-and-google-tag-manager/,21,0,0.9999999523809546,0.025210084003349238,25.818181818181817,17.95774647887324,17.510371318822024,153,852,1018,1,6.752834467120182
bctech2104,https://insights.blackcoffer.com/power-bi-dashboard-on-operations-transactions-and-marketing-embedding-the-dashboard-to-web-app/,1,0,0.9999990000010001,0.015151514921946744,22.0,25.757575757575758,19.103030303030305,17,66,106,0,6.5625
bctech2105,https://insights.blackcoffer.com/nft-data-automation-looksrare-and-etl-tool/,5,1,0.6666665555555741,0.020761245602902264,20.857142857142858,14.726027397260275,14.233268101761253,43,292,302,3,6.161971830985915
bctech2106,https://insights.blackcoffer.com/optimize-the-data-scraper-program-to-easily-accommodate-large-files-and-solve-oom-errors/,6,2,0.4999999375000079,0.04819277079401946,20.75,20.481927710843372,16.49277108433735,34,166,201,2,6.6521739130434785
bctech2107,https://insights.blackcoffer.com/making-a-robust-way-to-sync-data-from-airtables-to-mongodb-using-python-etl-solution/,4,4,0.0,0.027027026935719504,27.272727272727273,12.666666666666668,15.975757575757576,38,300,304,1,6.26797385620915
bctech2108,https://insights.blackcoffer.com/incident-duration-prediction-infrastructure-and-real-estate/,3,0,0.9999996666667778,0.014218009411289055,23.555555555555557,21.22641509433962,17.912788259958074,45,212,275,4,7.094827586206897
bctech2109,https://insights.blackcoffer.com/statistical-data-analysis-of-reinforced-concrete/,7,2,0.5555554938271674,0.026011560618463696,25.76923076923077,23.283582089552237,19.621125143513204,78,335,469,4,7.15625
bctech2110,https://insights.blackcoffer.com/database-normalization-segmentation-with-google-data-studio-dashboard-insights/,5,0,0.99999980000004,0.024999999875,14.142857142857142,18.181818181818183,12.929870129870132,36,198,285,8,6.45
bctech2111,https://insights.blackcoffer.com/power-bi-dashboard-to-drive-insights-from-complex-data-to-generate-business-insights/,6,2,0.4999999375000079,0.026143790764235977,20.333333333333332,15.737704918032788,14.428415300546447,48,305,357,8,5.97093023255814
bctech2112,https://insights.blackcoffer.com/real-time-dashboard-to-monitor-infrastructure-activity-and-machines/,1,0,0.9999990000010001,0.009174311842437506,22.0,23.636363636363637,18.254545454545458,26,110,155,2,6.5588235294117645
bctech2113,https://insights.blackcoffer.com/electric-vehicles-ev-load-management-system-to-forecast-energy-demand/,3,2,0.199999960000008,0.019841269762534645,21.833333333333332,19.083969465648856,16.366921119592877,50,262,392,7,6.291666666666667
bctech2114,https://insights.blackcoffer.com/power-bi-data-driven-map-dashboard/,1,0,0.9999990000010001,0.04347825897920613,24.0,25.0,19.6,6,24,45,0,6.5
bctech2115,https://insights.blackcoffer.com/google-local-service-ads-lsa-leads-dashboard/,23,2,0.8399999664000013,0.04280821910478045,20.0,15.666666666666668,14.26666666666667,94,600,711,3,6.464831804281346
bctech2116,https://insights.blackcoffer.com/aws-lex-voice-and-chatbot/,13,0,0.9999999230769291,0.04529616708956039,19.266666666666666,11.418685121107266,12.274140715109574,33,289,345,5,5.562841530054645
bctech2117,https://insights.blackcoffer.com/metabridges-api-decentraland-integration/,2,2,0.0,0.015564202274069253,17.333333333333332,20.0,14.933333333333332,52,260,390,0,6.037433155080214
bctech2118,https://insights.blackcoffer.com/microsoft-azure-chatbot-with-luis-language-understanding/,6,0,0.9999998333333611,0.04687499963378906,21.666666666666668,18.461538461538463,16.051282051282055,24,130,195,0,6.54320987654321
bctech2119,https://insights.blackcoffer.com/impact-of-news-media-and-press-on-innovation-startups-and-investments/,12,2,0.7142856632653098,0.047945205315256145,15.526315789473685,11.864406779661017,10.956289027653881,35,295,330,8,6.116129032258065
bctech2120,https://insights.blackcoffer.com/aws-quicksight-reporting-dashboard/,9,3,0.4999999583333368,0.03715170267135696,33.1,16.012084592145015,19.64483383685801,53,331,378,5,6.354285714285714
bctech2121,https://insights.blackcoffer.com/google-data-studio-dashboard-for-marketing-ads-and-traction-data/,11,2,0.6923076390532585,0.027426160279691646,30.3125,13.608247422680412,17.568298969072167,66,485,549,8,6.5783582089552235
bctech2122,https://insights.blackcoffer.com/gangala-in-e-commerce-big-data-etl-elt-solution-and-data-warehouse/,9,2,0.636363578512402,0.03900709206025854,24.5,14.625850340136054,15.650340136054423,43,294,315,7,6.006578947368421
bctech2123,https://insights.blackcoffer.com/big-data-solution-to-an-online-multivendor-marketplace-ecommerce-business/,20,0,0.9999999500000024,0.06211180104934223,42.0,14.880952380952381,22.752380952380953,50,336,398,4,6.251366120218579
bctech2124,https://insights.blackcoffer.com/creating-a-custom-report-and-dashboard-using-the-data-got-from-atera-api/,1,0,0.9999990000010001,0.013698629949333838,28.0,17.857142857142858,18.342857142857145,15,84,112,2,7.613636363636363
bctech2125,https://insights.blackcoffer.com/azure-data-lake-and-power-bi-dashboard/,2,2,0.0,0.024539877150062103,16.7,23.353293413173652,16.02131736526946,39,167,280,0,8.057142857142857
bctech2126,https://insights.blackcoffer.com/google-data-studio-pipeline-with-gcp-mysql/,1,1,0.0,0.016129032127991678,31.25,11.200000000000001,16.98,14,125,161,1,6.2727272727272725
bctech2127,https://insights.blackcoffer.com/quickbooks-dashboard-to-find-patterns-in-finance-sales-and-forecasts/,8,0,0.9999998750000157,0.02461538453964497,29.545454545454547,19.384615384615383,19.572027972027975,63,325,442,2,7.207446808510638
bctech2128,https://insights.blackcoffer.com/marketing-sales-and-financial-data-business-dashboard-wink-report/,5,0,0.99999980000004,0.018656716348295833,18.642857142857142,20.689655172413794,15.733004926108373,54,261,321,3,6.722972972972973
bctech2129,https://insights.blackcoffer.com/react-native-apps-in-the-development-portfolio/,0,0,0.0,0.0,119.0,8.403361344537815,50.96134453781513,10,119,144,0,26.095238095238095
bctech2130,https://insights.blackcoffer.com/a-leading-firm-website-seo-optimization/,2,0,0.99999950000025,0.0238095235260771,14.333333333333334,23.25581395348837,15.035658914728684,20,86,153,0,6.90625
bctech2131,https://insights.blackcoffer.com/a-leading-hospitality-firm-in-the-usa-website-seo-optimization/,7,0,0.9999998571428775,0.06249999944196429,19.666666666666668,20.33898305084746,16.002259887005653,24,118,167,0,6.901408450704225
bctech2132,https://insights.blackcoffer.com/a-leading-firm-in-the-usa-website-seo-optimization/,4,2,0.33333327777778704,0.08571428448979594,38.0,17.105263157894736,22.042105263157897,13,76,124,0,6.446428571428571
bctech2133,https://insights.blackcoffer.com/a-leading-musical-instrumental-website-seo-optimization/,2,1,0.33333322222225925,0.04285714224489797,10.285714285714286,27.77777777777778,15.225396825396826,20,72,133,0,6.732142857142857
bctech2134,https://insights.blackcoffer.com/a-leading-firm-in-the-usa-seo-and-website-optimization/,2,1,0.33333322222225925,0.04687499926757814,11.166666666666666,19.402985074626866,12.227860696517414,13,67,113,0,6.82
bctech2135,https://insights.blackcoffer.com/immigration-datawarehouse-ai-based-recommendations/,9,0,0.9999998888889013,0.030821917702664667,21.142857142857142,17.22972972972973,15.34903474903475,51,296,341,7,6.751677852348993
bctech2136,https://insights.blackcoffer.com/lipsync-automation-for-celebrities-and-influencers/,1,0,0.9999990000010001,0.006622516512433666,24.428571428571427,15.789473684210526,16.08721804511278,27,171,211,4,7.894117647058824
bctech2137,https://insights.blackcoffer.com/key-audit-matters-predictive-modeling/,3,7,-0.39999996000000404,0.024330900184109733,29.5,19.128329297820823,19.451331719128333,79,413,537,3,6.476595744680851
bctech2138,https://insights.blackcoffer.com/splitting-of-songs-into-its-vocals-and-instrumental/,9,3,0.4999999583333368,0.05687203764515622,21.2,15.566037735849056,14.706415094339622,33,212,262,1,6.4471544715447155
bctech2139,https://insights.blackcoffer.com/ai-and-ml-technologies-to-evaluate-learning-assessments/,11,2,0.6923076390532585,0.035714285616169544,20.333333333333332,22.131147540983605,16.985792349726776,81,366,457,12,7.262295081967213
bctech2140,https://insights.blackcoffer.com/datawarehouse-and-recommendations-engine-for-airbnb/,8,3,0.4545454132231443,0.04230769214497042,21.833333333333332,17.938931297709924,15.908905852417304,47,262,340,7,6.780821917808219
bctech2141,https://insights.blackcoffer.com/real-estate-data-warehouse/,6,0,0.9999998333333611,0.019933554751051314,22.142857142857142,19.67741935483871,16.728110599078345,61,310,373,1,6.852760736196319
bctech2142,https://insights.blackcoffer.com/traction-dashboards-of-marketing-campaigns-and-posts/,3,1,0.49999987500003124,0.01388888884066358,23.76923076923077,16.50485436893204,16.109634055265126,51,309,364,8,7.305732484076433
bctech2143,https://insights.blackcoffer.com/google-local-service-ads-lsa-data-warehouse/,3,0,0.9999996666667778,0.021428571275510205,19.857142857142858,21.58273381294964,16.575950668037002,30,139,208,0,6.136842105263158
bctech2144,https://insights.blackcoffer.com/google-local-service-ads-missed-calls-and-messages-automation-tool/,2,2,0.0,0.02877697821023757,35.0,17.857142857142858,21.142857142857146,25,140,188,0,5.96875
bctech2145,https://insights.blackcoffer.com/marketing-ads-leads-call-status-data-tool-to-bigquery/,4,0,0.9999997500000625,0.032520324938859146,20.5,25.203252032520325,18.28130081300813,31,123,201,0,6.551724137931035
bctech2146,https://insights.blackcoffer.com/marketing-analytics-to-automate-leads-call-status-and-reporting/,4,0,0.9999997500000625,0.03076923053254438,21.5,20.930232558139537,16.972093023255816,27,129,198,0,6.351648351648351
bctech2147,https://insights.blackcoffer.com/callrail-analytics-leads-report-alert/,3,0,0.9999996666667778,0.02222222205761317,19.142857142857142,20.149253731343283,15.716844349680171,27,134,201,0,6.4772727272727275
bctech2148,https://insights.blackcoffer.com/marketing-automation-tool-to-notify-lead-details-to-clients-over-email-and-phone/,2,0,0.99999950000025,0.0188679243503026,26.75,20.5607476635514,18.92429906542056,22,107,150,0,6.154929577464789
bctech2149,https://insights.blackcoffer.com/data-etl-local-service-ads-leads-to-bigquery/,4,0,0.9999997500000625,0.03960396000392119,20.0,25.0,18.0,25,100,167,0,6.301369863013699
bctech2150,https://insights.blackcoffer.com/marbles-stimulation-using-python/,4,1,0.599999880000024,0.023584905549127805,19.181818181818183,12.796208530805686,12.791210685049549,27,211,224,2,5.529411764705882
bctech2151,https://insights.blackcoffer.com/stocktwits-data-structurization/,13,8,0.23809522675737013,0.023863636336518595,17.9375,17.88617886178862,14.32947154471545,154,861,1163,6,6.425225225225225
bctech2152,https://insights.blackcoffer.com/sentimental-analysis-on-shareholder-letter-of-companies/,4,6,-0.19999998000000202,0.021551724091483353,19.608695652173914,27.716186252771617,18.92995276197821,125,451,755,3,6.498412698412698
bctech2153,https://insights.blackcoffer.com/population-and-community-survey-of-america/,12,6,0.3333333148148158,0.021003500558922403,25.029411764705884,21.974148061104586,18.801423930324187,187,851,1217,3,6.281867145421903
bctech2154,https://insights.blackcoffer.com/google-lsa-api-data-automation-and-dashboarding/,19,18,0.027027026296566857,0.02704678360595995,19.776119402985074,19.69811320754717,15.789693044212896,261,1325,1922,7,6.317972350230415
bctech2155,https://insights.blackcoffer.com/healthcare-data-analysis/,8,5,0.23076921301775286,0.05676855870406743,21.818181818181817,10.416666666666668,12.893939393939394,25,240,243,9,6.63063063063063
bctech2156,https://insights.blackcoffer.com/budget-sales-kpi-dashboard-using-power-bi/,0,0,0.0,0.0,16.0,37.5,21.400000000000002,6,16,48,0,9.466666666666667
bctech2157,https://insights.blackcoffer.com/amazon-buy-bot-an-automation-ai-tool-to-auto-checkouts/,1,0,0.9999990000010001,0.008695652098298678,16.571428571428573,18.96551724137931,14.214778325123156,22,116,143,1,6.2835820895522385
